All ingredients in cryoprotective solution,DMSO usage,Cooling rate,Viability,Recovery,Doubling time,Comments about method,Comments about results,Source (DOI link),Protective protein type,Protective protein concentration,Non-reducing sugar type,Non-reducing sugar concentration,PEG weight,PEG concentration,Alternative CPA type,Alternative CPA concentration,Basal medium,DMSO_pct,Ethylene_Glycol_pct,Ethylene_Glycol_mM,Propylene_Glycol_pct,Glycerol_pct,Trehalose_mM,Sucrose_mM,Glucose_mM,Mannitol_mM,Raffinose_mM,FBS_pct,FCS_pct,Human_Serum_pct,HSA_pct,BSA_pct,Albumin_pct,PVP_pct,PEG_pct,HES_pct,Dextran_pct,Ficoll_pct,Taurine_mM,Ectoine_pct,Proline_pct,Isoleucine_mM,Creatine_mM,Methylcellulose_pct,ROCKi_uM,S1P_uM,Polyampholyte_mgml,COOH_PLL_pct,Sericin_pct,Betaine_pct,cooling_min_rate_C_per_min,cooling_max_rate_C_per_min,cooling_avg_rate_C_per_min,cooling_method,cooling_controlled,Viability_numeric,Recovery_numeric
HES + 5% DMSO + 4% HSA in L-15 media,5%,"2℃/min to 0℃ and then 0.3℃/min to - 40℃, 5℃/min to - 80℃ and finally -196℃",60 ± 9%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.09,
HES + 5% DMSO + 4% HSA in L-15 media,5%,1°C/min to –80°C and then -196°C,55 ± 1%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.01,
0.1 M Sucrose + 1.5 M EG + 20% FBS in L-15 media,0%,"2℃/min to 0℃ and then 1℃/min to - 40℃, 5℃/min to - 80℃ and finally -196℃",80 ± 7%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,100.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.07,
0.1 M Sucrose + 1.5 M EG + 20% FBS in L-15 media,0%,"2℃/min to 0℃ and then 0.3℃/min to - 40℃, 5℃/min to - 80℃ and finally -196℃",71 ± 5%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,100.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.05,
0.1 M Sucrose + 1.5 M EG + 20% FBS in L-15 media,0%,1°C/min to –80°C and then -196°C,65 ± 8%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,100.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.08,
10% DMSO + 20% FBS in DMEM/F-12 media,10%,"2℃/min to 0℃ and then 1℃/min to - 40℃, 5℃/min to - 80℃ and finally -196℃",85 ± 6%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.1,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.06,
10% DMSO + 20% FBS in DMEM/F-12 media,10%,"2℃/min to 0℃ and then 0.3℃/min to - 40℃, 5℃/min to - 80℃ and finally -196℃",78 ± 8%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.1,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,0.08,
10% DMSO + 20% FBS in DMEM/F-12 media,10%,1°C/min to –80°C and then -196°C,67 ± 7%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.1,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
hBMSCs - Equilibration: EFS20 (20% ethylene glycol + 20% Ficoll 70 + 0.5 M sucrose),0%,Not Mentioned,Not Mentioned,Not mentioned ,Not mentioned ,"hBMSCs EquilibrationhBMSCs VitrificationhESCs EquilibrationhESCs VitrificationRewarminghBMSCs cultured in DMEM; vitrification in 0.25 mL straws with stepwise equilibration (5 min), plunged into LN2/LHe",Not Mentioned,10.3390/bioengineering8110162,,,,,,,,,,0.0,0.2,,,,,500.0,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,slow_freeze,0,,
hBMSCs - Equilibration:  EFS17.5,0%,Not Mentioned,Not Mentioned,Not mentioned ,Not mentioned ,,Not Mentioned,10.3390/bioengineering8110162,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,
hBMSCs - Equilibration:  EFS15,0%,Not Mentioned,Not Mentioned,Not mentioned ,Not mentioned ,,Not Mentioned,10.3390/bioengineering8110162,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,
"hBMSCs - Equilibration: EFS20 (20% ethylene glycol + 20% Ficoll 70 + 0.5 M sucrose), EFS17.5, EFS15","hESCs - Vitrification: 40% DMSO (EDS40), 35% DMSO (EDS35), 30% DMSO (EDS30)",Liquid Helium (LHe): Calculated cooling rate up to ~1875°C/min (based on 4°C to -90°C in 3.2s at highest heat transfer coefficient),hBMSCs - LHe with EFS40: 93.0 ± 0.7%,"hBMSCs - LHe with EFS40: High attachment efficiency (quantified via CCK-8 after 3 days), proliferation similar to fresh cells",Not mentioned ,"Numerical model simulated cooling rates using Ansys Fluent, comparing LHe (-269°C) and LN2 (-196°C) with heat transfer coefficients 167–2000 W/(m²·K) for LHe and 125–1000 W/(m²·K) for LN2; hBMSCs and hESCs vitrified in 0.25 mL straws with varying CPA concentrations (EFS/EDS series), plunged into LHe or LN2, rewarmed in trehalose baths; viability assessed with Live/Dead kit, attachment/proliferation with CCK-8, stemness via flow cytometry (CD44, CD90, CD34, CD45 for hBMSCs; SSEA-3, TRA-1-81 for hESCs) and immunofluorescence (CD31, CD44 for hBMSCs; Oct-4, SOX2, SSEA-4, TRA-1-60 for hESCs); RT-qPCR for gene expression (PPARγ, Collagen I, Sox9, ALP for hBMSCs; Oct-4, NANOG, SOX2 for hESCs); differentiation tested via Oil Red O, Alizarin Red S, Alcian Blue; hESC karyotype and teratoma formation in SCID mice; statistical analysis with Student’s t-test (p < 0.05).","LHe provided higher cooling rates (up to ~1875°C/min) than LN2, improving hBMSC viability (93.0 ± 0.7% vs. 82.6 ± 4.1% with EFS40) and enabling reduced CPA use (85.2 ± 3.2% with EFS30); hESC viability slightly better with LHe (85.4 ± 4.9% vs. 83.0 ± 1.9% with EDS40), with EDS30 at 79.0 ± 2.8%; both cell types retained attachment, proliferation, stemness (CD markers, gene expression), and differentiation post-LHe vitrification; hESCs showed normal karyotype and teratoma formation, confirming pluripotency; LHe’s high cooling rate reduced CPA toxicity, supporting its potential in clinical applications.",10.3390/bioengineering8110162,,,,,,,,,,0.4,0.2,,,,,500.0,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,1875.0,1875.0,1875.0,slow_freeze,0,0.006999999999999999,
hBMSCs - Vitrification: EFS40 (40% ethylene glycol + 20% Ficoll 70 + 0.5 M sucrose),0%,"Rapid immersion in LN2 (-196°C) or LHe (-269°C); simulated rates up to ~1875°C/min in LHe (4°C to -90°C in 3.2 s), lower in LN2 (~1000°C/min max)",EFS40 (LHe): 93.0 ± 0.7%; EFS40 (LN2): 82.6 ± 4.1%; EFS30 (LHe): 85.2 ± 3.2%,"EFS40 (LHe): High attachment efficiency (CCK-8 after 3 days), normal morphology/proliferation (no significant difference from fresh), preserved stemness (CD44high, CD90high, CD34low, CD45low) and differentiation (adipogenic, osteogenic, chondrogenic)",Not mentioned ,"hBMSCs cultured in DMEM; vitrification in 0.25 mL straws with stepwise equilibration (5 min), plunged into LN2/LHe, rewarmed in trehalose baths; viability via Live/Dead kit, attachment/proliferation via CCK-8, stemness via flow cytometry (CD44/CD90/CD34/CD45), immunofluorescence (CD31/CD44), RT-qPCR (PPARγ/Collagen I/Sox9/ALP), differentiation via staining (Oil Red O/Alizarin Red S/Alcian Blue); numerical model in Ansys Fluent for cooling rates; t-test (p<0.05)","LHe enabled higher cooling rates (~1875°C/min) than LN2, improving hBMSC viability (93.0 ± 0.7% vs. 82.6 ± 4.1% in EFS40); reduced CPAs maintained viability (EFS30: 85.2 ± 3.2%); retained morphology, proliferation, stemness (markers/genes), and differentiation (multilineage) post-LHe, with no karyotype abnormalities; LHe superior for low-CPA vitrification",10.3390/bioengineering8110162,,,,,,,,,,0.0,0.4,,,,,500.0,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,1000.0,1875.0,1437.5,controlled_rate,1,0.006999999999999999,
hBMSCs - Vitrification:  EFS35,0%,"Rapid immersion in LN2 (-196°C) or LHe (-269°C); simulated rates up to ~1875°C/min in LHe (4°C to -90°C in 3.2 s), lower in LN2 (~1000°C/min max)",EFS40 (LHe): 93.0 ± 0.7%; EFS40 (LN2): 82.6 ± 4.1%; EFS30 (LHe): 85.2 ± 3.2%,"EFS40 (LN2): Lower attachment efficiency than LHe, maintained stemness/differentiation",Not mentioned ,,"LHe enabled higher cooling rates (~1875°C/min) than LN2, improving hBMSC viability (93.0 ± 0.7% vs. 82.6 ± 4.1% in EFS40); reduced CPAs maintained viability (EFS30: 85.2 ± 3.2%); retained morphology, proliferation, stemness (markers/genes), and differentiation (multilineage) post-LHe, with no karyotype abnormalities; LHe superior for low-CPA vitrification",10.3390/bioengineering8110162,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1875.0,1437.5,controlled_rate,1,0.006999999999999999,
hBMSCs - Vitrification:  EFS30,0%,"Rapid immersion in LN2 (-196°C) or LHe (-269°C); simulated rates up to ~1875°C/min in LHe (4°C to -90°C in 3.2 s), lower in LN2 (~1000°C/min max)",EFS40 (LHe): 93.0 ± 0.7%; EFS40 (LN2): 82.6 ± 4.1%; EFS30 (LHe): 85.2 ± 3.2%,"EFS30 (LHe): Increased attachment efficiency vs. LN2 EFS40, functional recovery similar to fresh",Not mentioned ,,"LHe enabled higher cooling rates (~1875°C/min) than LN2, improving hBMSC viability (93.0 ± 0.7% vs. 82.6 ± 4.1% in EFS40); reduced CPAs maintained viability (EFS30: 85.2 ± 3.2%); retained morphology, proliferation, stemness (markers/genes), and differentiation (multilineage) post-LHe, with no karyotype abnormalities; LHe superior for low-CPA vitrification",10.3390/bioengineering8110162,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1875.0,1437.5,controlled_rate,1,0.006999999999999999,
hESCs Equilibration  EFS20,20%,Not Mentioned,Not Mentioned,Not mentioned ,Not mentioned ,"hESCs cultured in Pluripotency Growth Master 1; vitrification in 0.25 mL straws with stepwise equilibration (5 min), plunged into LN2/LHe",Not Mentioned,10.3390/bioengineering8110162,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,
hESCs Equilibration  EFS17.5,17.50%,Not Mentioned,Not Mentioned,Not mentioned ,Not mentioned ,,Not Mentioned,10.3390/bioengineering8110162,,,,,,,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,
hESCs Equilibration  EFS15,20%,Not Mentioned,Not Mentioned,Not mentioned ,Not mentioned ,,Not Mentioned,10.3390/bioengineering8110162,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,
hESCs - Vitrification: EDS40,40%,"Rapid immersion in LN2 (-196°C) or LHe (-269°C); simulated rates up to ~1875°C/min in LHe (4°C to -90°C in 3.2 s), lower in LN2 (~1000°C/min max)",EDS40 (LHe): 85.4 ± 4.9%; EDS40 (LN2): 83.0 ± 1.9%; EDS30 (LHe): 79.0 ± 2.8%,"EDS40 (LHe): High attachment efficiency, normal colony morphology/proliferation, preserved pluripotency (SSEA-3 87.7%, TRA-1-81 89.3%, Oct-4/NANOG/SOX2 expression), normal karyotype, teratoma formation (three germ layers)",Not mentioned ,"hESCs cultured in Pluripotency Growth Master 1; vitrification in 0.25 mL straws with stepwise equilibration (5 min), plunged into LN2/LHe, rewarmed in trehalose baths; viability via Live/Dead kit, attachment/proliferation via CCK-8, stemness via flow cytometry (SSEA-3/TRA-1-81), immunofluorescence (Oct-4/SOX2/SSEA-4/TRA-1-60), RT-qPCR (Oct-4/NANOG/SOX2), differentiation assays, karyotyping, teratoma formation in SCID mice; numerical model in Ansys Fluent for cooling rates; t-test (p<0.05)","LHe enabled higher cooling rates (~1875°C/min) than LN2, improving hESC viability (85.4 ± 4.9% vs. 83.0 ± 1.9% in EDS40); reduced CPAs maintained viability (EDS30: 79.0 ± 2.8%); retained colony morphology, proliferation, pluripotency (markers/genes, teratomas), and normal karyotype post-LHe",10.3390/bioengineering8110162,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1875.0,1437.5,controlled_rate,1,0.049,0.877
hESCs - Vitrification:  EDS35,35%,"Rapid immersion in LN2 (-196°C) or LHe (-269°C); simulated rates up to ~1875°C/min in LHe (4°C to -90°C in 3.2 s), lower in LN2 (~1000°C/min max)",EDS40 (LHe): 85.4 ± 4.9%; EDS40 (LN2): 83.0 ± 1.9%; EDS30 (LHe): 79.0 ± 2.8%,"EDS40 (LN2): Lower attachment efficiency than LHe, maintained pluripotency",Not mentioned ,,"LHe enabled higher cooling rates (~1875°C/min) than LN2, improving hESC viability (85.4 ± 4.9% vs. 83.0 ± 1.9% in EDS40); reduced CPAs maintained viability (EDS30: 79.0 ± 2.8%); retained colony morphology, proliferation, pluripotency (markers/genes, teratomas), and normal karyotype post-LHe",10.3390/bioengineering8110162,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1875.0,1437.5,controlled_rate,1,0.049,
hESCs - Vitrification: EDS30,30%,"Rapid immersion in LN2 (-196°C) or LHe (-269°C); simulated rates up to ~1875°C/min in LHe (4°C to -90°C in 3.2 s), lower in LN2 (~1000°C/min max)",EDS40 (LHe): 85.4 ± 4.9%; EDS40 (LN2): 83.0 ± 1.9%; EDS30 (LHe): 79.0 ± 2.8%,"EDS30 (LHe): Variable attachment, but functional recovery (stemness, karyotype, teratomas) similar to fresh",Not mentioned ,,"LHe enabled higher cooling rates (~1875°C/min) than LN2, improving hESC viability (85.4 ± 4.9% vs. 83.0 ± 1.9% in EDS40); reduced CPAs maintained viability (EDS30: 79.0 ± 2.8%); retained colony morphology, proliferation, pluripotency (markers/genes, teratomas), and normal karyotype post-LHe",10.3390/bioengineering8110162,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1875.0,1437.5,controlled_rate,1,0.049,
"Rewarming: 0.2 M trehalose, 0.5 M trehalose, complete culture medium",0%,Not Mentioned,Not Mentioned,Not mentioned ,Not mentioned ,Rewarming in trehalose baths followed by complete culture medium,,10.3390/bioengineering8110162,,,,,,,,,,0.0,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slow_freeze,0,,
,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"Optimized DMSO-Free Solution (Solution A): Level-2 sucrose (40 mM), level-5 glycerol (5% v/v), level-1 isoleucine (7.5 mM), level-4 albumin (2%), P188 (non-micelle forming concentration), NEAA, HBSS with Ca²⁺, Mg²⁺, glucose",Solutions A and B: No DMSO,"Controlled-Rate Freezing: -1°C/min from TNUC (-4°C or -12°C) to -60°C, then -10°C/min to -100°C","Solution A (Optimized DMSO-Free): Post-thaw reattachment ~100% of fresh cells (24h, calcein AM), no significant loss with TNUC -4°C or -12°C","Solution A (Optimized DMSO-Free): High recovery with reattachment and growth rates similar to fresh cells over 3 days, maintained pluripotency (NANOG, OCT4, TRA-1-60) and trilineage differentiation after 3 freeze-thaw cycles",Not mentioned ,"hiPSC line UMN PCBC16iPS (passages 59–71) cultured as aggregates on vitronectin with TeSR-E8, frozen as 3–50 cell aggregates in 1 ml vials; DMSO-free solutions optimized via DE algorithm (8 experiments, NP=10, F=0.85, CR=1) using post-thaw reattachment (calcein AM) as metric; controlled-rate freezing with Kryo 560-16 (-1°C/min, TNUC -4°C or -12°C) or passive freezing with CoolCell at -80°C; thawing at 37°C for 2.5 min, plated 1:1 or 1:6; viability assessed 24h post-thaw with calcein AM, growth via Cytation 1 imaging, pluripotency via immunocytochemistry (NANOG, OCT4, TRA-1-60) and flow cytometry, differentiation with STEMdiff kit, karyotyping with G-banding; Raman spectroscopy and DSC characterized freezing behavior; statistics with t-test, ANOVA, p < 0.05.","DE algorithm optimized DMSO-free Solution A (40 mM sucrose, 5% glycerol, 7.5 mM isoleucine, 2% albumin) for hiPSC aggregates, achieving ~100% reattachment vs. fresh cells, outperforming Solution B (<50%) and DMSO (52–95% lower); Solution A reduced intracellular ice and undercooling sensitivity (TNUC -12°C viable), while DMSO and Solution B showed significant losses; P188 in Solution A softened ice interfaces and increased crystal spacing, enhancing cryoprotection; cells retained pluripotency and trilineage differentiation after 3 cycles, with normal karyotype; passive freezing caused cell loss due to slower rates.",10.3389/fbioe.2020.00001,,,,,,,,,,,,,,0.05,,2.0,,,,,,,,,0.04,,,,,,,,,1.0,,,,,,,,,1.0,10.0,5.5,controlled_rate,1,1.0,
"Non-Optimized DMSO-Free Solution (Solution B): Level-3 sucrose (60 mM), level-4 glycerol (4% v/v), level-2 isoleucine (15 mM), level-5 albumin (2.5%), P188, NEAA, HBSS",Solutions A and B: No DMSO,"Passive Freezing: Variable rate in CoolCell at -80°C, approximately -0.5°C/min (inferred from 4h to -80°C)","Solution B (Non-Optimized DMSO-Free): Post-thaw reattachment <50% of fresh cells (24h, calcein AM), significant loss with TNUC -12°C","Solution B (Non-Optimized DMSO-Free): Poor recovery with >50% cell loss, reduced intracellular ice resistance",Not mentioned ,,,10.3389/fbioe.2020.00001,,,,,,,,,,,,,,0.04,,3.0,,,,,,,,,0.05,,,,,,,,,2.0,,,,,,,,,0.5,0.5,0.5,passive_cooling,0,0.5,0.5
"DMSO Control Solution (Solution C): 7.5% DMSO, HBSS",Solution C: 7.5% DMSO,,"Solution C (7.5% DMSO): Post-thaw reattachment 52–95% lower than Solution A (24h, calcein AM), sensitive to TNUC -12°C (9.53–10.4%)","Solution C (7.5% DMSO): Moderate recovery with lower reattachment than Solution A, sensitive to undercooling, showed cellular material aggregation and integrity loss",Not mentioned ,,,10.3389/fbioe.2020.00001,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,0.075,0.075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
" 10% FBS, 1% antibiotic, 89% α-MEM",0%,"-80°C Freezer: Controlled by Bicell freezing vessel, exact rate not specified (typically ~1°C/min during initial phase)","Time 0 Control: Colony formation and cell numbers per dish not quantified directly for viability, but served as baseline",Time 0 Control: Baseline colony formation and chondrogenic ability (pellet weight not significantly different from 95% FBS),Not mentioned ,"Synovial MSCs from four female OA donors (age 71±6 years) harvested during total knee arthroplasty, digested with collagenase, cultured in α-MEM with 10% FBS, passage 2 used; cryopreservation in 400μL medium at -80°C for 7 days using Bicell vessel, thawed with ThawSTAR; colony formation assay with 3×10³ cells in 60cm² dishes for 14 days, counted colonies >2mm with crystal violet; chondrogenesis assay with 1.25×10⁵ cells in 0.5mL medium for 21 days, pellet weight and staining (toluidine blue, collagen type II); flow cytometry for CD44, CD45, CD73, CD90, CD105; differentiation assays for adipogenesis, calcification; statistical analysis with Friedman test and Dunn’s test (p<0.05, n=24).","95% FBS with 5% DMSO preserved synovial MSC colony formation and chondrogenic ability (pellet weight) equivalent to Time 0, outperforming 10% FBS (lower colonies and pellets); 100% FBS failed to support colony formation or chondrogenesis, likely due to lack of DMSO; higher serum concentration reduced ice crystal damage, possibly via osmotic pressure and albumin buffering; 5% DMSO deemed safe for intra-articular use (66mg in 12mL), but toxicity concerns remain; limitations include -80°C vs. -150°C and short 7-day storage.",10.1186/s12891-019-2700-3,,,,,,,,,,0.0,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,controlled_rate,1,,0.95
" 10% FBS, 5% DMSO, 1% antibiotic, 84% α-MEM",0%,"-80°C Freezer: Controlled by Bicell freezing vessel, exact rate not specified (typically ~1°C/min during initial phase)","10% FBS Group: Lower colony numbers (mean not specified, significantly less than Time 0 and 95% FBS, n=24)",10% FBS Group: Reduced recovery with lower colony numbers and lighter cartilage pellets than 95% FBS (n=24),Not mentioned ,,,10.1186/s12891-019-2700-3,,,,,,,,,,0.0,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,controlled_rate,1,0.1,0.1
"95% FBS, 5% DMSO",5%,"-80°C Freezer: Controlled by Bicell freezing vessel, exact rate not specified (typically ~1°C/min during initial phase)","95% FBS Group: Comparable colony numbers to Time 0 (mean not specified, significantly higher than 10% FBS, n=24)","95% FBS Group: Full recovery with colony numbers and pellet weights comparable to Time 0, positive for toluidine blue and collagen type II (n=24)",Not mentioned ,,,10.1186/s12891-019-2700-3,,,,,,,,,,0.05,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,controlled_rate,1,0.95,0.95
 100% FBS,0%,"-80°C Freezer: Controlled by Bicell freezing vessel, exact rate not specified (typically ~1°C/min during initial phase)","100% FBS Group: Much lower colony numbers than all groups, indicating poor viability",,Not mentioned ,,,10.1186/s12891-019-2700-3,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,controlled_rate,1,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
"Fresh Group: No cryopreservation, stored at 4°C until infusion",0%,"Fresh Group: No controlled freezing, stored at 4°C","Fresh Group: 98.2% neutrophil engraftment (164/167), median time 17 days; 94.0% platelet engraftment (157/167), median time 13 days","Fresh Group: Comparable neutrophil engraftment (HR 1.10, P=.39), faster platelet engraftment (HR 1.31, P=.02), higher grade III-IV acute GVHD (OR 1.75, P=.05)",Not mentioned ,"Adult patients (≥18 years) with hematologic malignancies at Fred Hutchinson Cancer Center, 213 cryopreserved (March 2020–December 2021) and 167 fresh (January–December 2019) PBSC grafts; PBSCs mobilized with G-CSF, collected via apheresis, cryopreserved with 10% DMSO, stored in vapor phase liquid nitrogen, thawed at 37°C; engraftment defined as ANC ≥0.5×10⁶/mL for 3 days and platelets >20×10⁶/mL without transfusion for 7 days; outcomes (mortality, NRM, relapse, GVHD) analyzed with Cox/logistic regression adjusting for age, disease severity, donor type, conditioning (MAC/NMA), CD34+/CD3+ doses; chimerism assessed at days +28, +84, +365; statistical analysis with SAS 9.4, p<0.05.","Cryopreserved PBSCs showed comparable neutrophil engraftment (median 18 days) to fresh (17 days), slight platelet engraftment delay (15 vs. 13 days, HR 1.31, P=.02), and lower grade III-IV acute GVHD (15% vs. 23.4%, OR 1.75, P=.05); no significant differences in overall mortality (HR 1.20, P=.40), NRM (HR 0.99, P=.98), or relapse (HR 0.94, P=.80); day +28 CD3 chimerism lower in Cryo group (10.7% ≤50% vs. 5.3%), similar by day +84; longer transit time (33.4h vs. 16.4h) in Cryo group, but no clear mortality/engraftment impact; supports cryopreservation as a safe alternative during logistical challenges, though fresh grafts preferred.",10.1016/j.jtct.2023.08.025.,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,controlled_rate,1,0.982,
"Cryo Group: Human serum albumin, Normasol-R, 20% DMSO (final concentration 10%)",10%,"Cryo Group: Controlled rate freezing to vapor phase of liquid nitrogen (<−160°C), exact rate not specified","Cryo Group: 98.6% neutrophil engraftment (210/213), median time 18 days; 94.8% platelet engraftment (202/213), median time 15 days","Cryo Group: Slight delay in platelet engraftment, lower grade III-IV acute GVHD, similar overall mortality (HR 1.20, P=.40), NRM (HR 0.99, P=.98), and relapse (HR 0.94, P=.80)",Not mentioned ,,,10.1016/j.jtct.2023.08.025.,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,controlled_rate,1,0.986,
,,,,,,,,10.1016/j.jtct.2023.08.025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
